company_sector,company_location,business_model,maturity_stage,traction_ARR,traction_MRR,traction_growth,deal_ticket_size,deal_total_seeking,deal_valuation,deal_instrument
Healthcare,,B2B,,180k,15k,"150x, 1000x",,$3m,$10m,Priced Round
